customer_id,credit_score,credit_history_years,number_of_defaults,last_default_year
C05888,753,24,1,2019.0
C05889,795,4,0,
C05890,424,17,4,2022.0
C05891,788,22,1,2023.0
C05892,695,2,1,2024.0
C05893,345,14,4,2024.0
C05894,717,8,0,
C05895,653,14,2,2021.0
C05896,779,25,1,2021.0
C05897,761,3,1,2024.0
C05898,737,18,0,
C05899,733,20,1,2018.0
C05900,548,14,2,2024.0
C05901,403,14,2,2018.0
C05902,688,23,1,2023.0
C05903,671,9,2,2018.0
C05904,650,11,2,2017.0
C05905,770,2,0,
C05906,695,17,1,2017.0
C05907,722,15,0,
C05908,750,13,0,
C05909,430,3,3,2023.0
C05910,728,11,0,
C05911,564,8,3,2018.0
C05912,780,9,1,2016.0
C05913,738,2,0,
C05914,775,12,1,2023.0
C05915,768,2,0,
C05916,744,14,0,
C05917,718,3,1,2019.0
C05918,757,18,0,
C05919,743,15,0,
C05920,790,3,1,2019.0
C05921,352,20,2,2015.0
C05922,787,15,1,2022.0
C05923,757,12,1,2015.0
C05924,607,16,5,2015.0
C05925,709,5,1,2020.0
C05926,785,18,1,2019.0
C05927,688,22,1,2024.0
C05928,722,12,1,2022.0
C05929,783,3,0,
C05930,335,18,4,2023.0
C05931,756,14,0,
C05932,658,15,1,2015.0
C05933,799,5,0,
C05934,488,23,4,2021.0
C05935,710,4,0,
C05936,753,21,1,2016.0
C05937,705,22,0,
C05938,657,8,2,2018.0
C05939,719,14,1,2022.0
C05940,301,18,4,2020.0
C05941,799,11,1,2020.0
C05942,713,6,1,2017.0
C05943,754,13,1,2015.0
C05944,354,15,2,2015.0
C05945,679,10,2,2018.0
C05946,715,2,0,
C05947,658,16,1,2018.0
C05948,790,18,0,
C05949,770,8,0,
C05950,781,17,1,2024.0
C05951,701,7,0,
C05952,721,20,0,
C05953,341,19,4,2016.0
C05954,687,3,1,2021.0
C05955,745,12,0,
C05956,677,9,2,2020.0
C05957,749,7,1,2015.0
C05958,697,20,2,2023.0
C05959,653,2,1,2020.0
C05960,620,20,3,2018.0
C05961,798,2,1,2015.0
C05962,595,7,2,2016.0
C05963,691,21,2,2021.0
C05964,404,12,5,2017.0
C05965,759,10,0,
C05966,370,23,3,2017.0
C05967,763,25,0,
C05968,688,23,2,2020.0
C05969,717,5,0,
C05970,731,25,1,2024.0
C05971,739,18,0,
C05972,664,21,1,2018.0
C05973,729,24,0,
C05974,691,24,1,2024.0
C05975,771,12,1,2017.0
C05976,708,10,0,
C05977,683,20,2,2016.0
C05978,657,22,1,2020.0
C05979,743,19,1,2020.0
C05980,772,5,1,2022.0
C05981,693,14,2,2018.0
C05982,800,20,0,
C05983,716,5,1,2022.0
C05984,664,18,1,2024.0
C05985,695,7,1,2020.0
C05986,721,14,0,
C05987,698,23,1,2024.0
C05988,784,17,0,
C05989,797,3,0,
C05990,656,14,2,2018.0
C05991,675,25,2,2021.0
C05992,385,20,3,2018.0
C05993,697,12,2,2020.0
C05994,787,18,1,2018.0
C05995,777,12,1,2015.0
C05996,681,18,1,2016.0
C05997,732,5,0,
C05998,529,10,2,2015.0
C05999,791,19,0,
C06000,744,21,1,2019.0
C06001,746,3,1,2022.0
C06002,766,5,0,
C06003,732,4,0,
C06004,708,21,1,2024.0
C06005,654,19,2,2021.0
C06006,736,19,0,
C06007,756,20,0,
C06008,768,6,0,
C06009,657,9,1,2017.0
C06010,635,3,3,2016.0
C06011,605,24,3,2020.0
C06012,775,2,1,2019.0
C06013,497,11,2,2023.0
C06014,790,25,1,2021.0
C06015,731,23,1,2022.0
C06016,670,16,1,2023.0
C06017,767,4,1,2015.0
C06018,680,10,1,2016.0
C06019,712,2,0,
C06020,695,19,1,2019.0
C06021,770,6,1,2021.0
C06022,655,19,1,2020.0
C06023,700,5,1,2022.0
C06024,698,19,1,2017.0
C06025,670,14,1,2015.0
C06026,584,7,5,2024.0
C06027,427,17,3,2019.0
C06028,776,14,0,
C06029,668,14,1,2020.0
C06030,697,6,2,2017.0
C06031,717,17,0,
C06032,669,13,2,2016.0
C06033,678,6,2,2022.0
C06034,752,13,1,2023.0
C06035,784,1,1,2017.0
C06036,696,19,2,2022.0
C06037,773,8,0,
C06038,793,6,0,
C06039,441,23,3,2021.0
C06040,759,14,0,
C06041,790,15,0,
C06042,589,23,3,2020.0
C06043,557,12,4,2017.0
C06044,765,14,1,2020.0
C06045,797,14,0,
C06046,693,11,2,2023.0
C06047,644,25,3,2017.0
C06048,709,4,0,
C06049,709,13,0,
C06050,744,2,0,
C06051,746,13,0,
C06052,739,19,1,2023.0
C06053,789,1,0,
C06054,403,2,3,2021.0
C06055,766,1,0,
C06056,720,21,0,
C06057,667,4,1,2019.0
C06058,721,25,1,2023.0
C06059,751,8,0,
C06060,677,11,1,2020.0
C06061,716,2,0,
C06062,416,16,4,2018.0
C06063,570,1,2,2015.0
C06064,688,18,2,2020.0
C06065,698,14,1,2019.0
C06066,722,4,1,2017.0
C06067,783,23,0,
C06068,708,4,1,2020.0
C06069,795,24,0,
C06070,687,3,2,2017.0
C06071,576,16,5,2016.0
C06072,792,11,0,
C06073,668,8,1,2020.0
C06074,666,16,2,2019.0
C06075,727,2,1,2023.0
C06076,749,22,0,
C06077,746,20,1,2016.0
C06078,679,12,1,2016.0
C06079,691,23,1,2023.0
C06080,670,15,1,2017.0
C06081,574,25,4,2015.0
C06082,756,3,0,
C06083,545,5,5,2018.0
C06084,774,17,1,2021.0
C06085,755,20,1,2016.0
C06086,761,22,0,
C06087,755,15,0,
C06088,595,12,4,2021.0
C06089,782,6,1,2024.0
C06090,689,3,1,2022.0
C06091,651,4,1,2018.0
C06092,751,24,0,
C06093,798,10,0,
C06094,717,16,1,2021.0
C06095,337,10,3,2020.0
C06096,735,5,1,2021.0
C06097,651,7,2,2019.0
C06098,753,7,0,
C06099,439,11,2,2023.0
C06100,403,20,3,2016.0
C06101,739,11,1,2023.0
C06102,784,22,0,
C06103,771,4,1,2017.0
C06104,682,1,2,2017.0
C06105,763,23,1,2019.0
C06106,744,19,0,
C06107,679,9,1,2023.0
C06108,762,8,1,2016.0
C06109,676,5,1,2018.0
C06110,736,14,1,2015.0
C06111,509,18,5,2015.0
C06112,758,1,0,
C06113,775,13,1,2020.0
C06114,737,1,1,2021.0
C06115,677,11,1,2015.0
C06116,689,25,1,2024.0
C06117,673,1,1,2017.0
C06118,757,12,1,2016.0
C06119,739,11,0,
C06120,779,10,1,2020.0
C06121,713,8,0,
C06122,417,10,2,2017.0
C06123,673,2,2,2023.0
C06124,670,8,2,2018.0
C06125,435,15,4,2023.0
C06126,757,4,1,2015.0
C06127,794,23,1,2020.0
C06128,739,8,0,
C06129,735,21,0,
C06130,482,15,5,2024.0
C06131,743,8,1,2016.0
C06132,711,13,1,2020.0
C06133,741,10,0,
C06134,683,17,2,2019.0
C06135,628,13,2,2022.0
C06136,428,24,4,2019.0
C06137,701,18,1,2023.0
C06138,733,18,0,
C06139,654,6,1,2015.0
C06140,708,21,0,
C06141,743,24,1,2022.0
C06142,712,2,1,2022.0
C06143,698,21,2,2022.0
C06144,692,2,2,2023.0
C06145,776,19,1,2018.0
C06146,703,8,1,2016.0
C06147,653,12,1,2023.0
C06148,782,23,1,2015.0
C06149,311,25,5,2022.0
C06150,787,13,0,
C06151,659,10,2,2018.0
C06152,721,15,0,
C06153,746,5,1,2024.0
C06154,606,19,4,2016.0
C06155,760,4,1,2015.0
C06156,786,19,1,2019.0
C06157,735,4,0,
C06158,783,10,1,2015.0
C06159,750,9,0,
C06160,791,6,0,
C06161,793,17,1,2020.0
C06162,466,20,3,2015.0
C06163,674,15,1,2017.0
C06164,742,8,1,2023.0
C06165,758,7,0,
C06166,748,16,1,2023.0
C06167,714,6,1,2020.0
C06168,754,18,0,
C06169,689,14,2,2015.0
C06170,679,9,2,2019.0
C06171,684,3,2,2022.0
C06172,800,12,0,
C06173,786,19,1,2016.0
C06174,789,14,1,2020.0
C06175,706,3,1,2021.0
C06176,763,12,0,
C06177,735,8,1,2018.0
C06178,712,23,1,2020.0
C06179,692,3,2,2024.0
C06180,730,24,1,2022.0
C06181,731,15,0,
C06182,744,20,1,2024.0
C06183,774,25,0,
C06184,749,13,0,
C06185,746,5,0,
C06186,351,2,3,2015.0
C06187,792,4,0,
C06188,751,15,0,
C06189,612,12,2,2017.0
C06190,707,3,1,2017.0
C06191,691,11,2,2021.0
C06192,658,10,1,2024.0
C06193,720,18,1,2023.0
C06194,773,24,1,2024.0
C06195,361,15,2,2016.0
C06196,687,20,2,2019.0
C06197,679,9,1,2022.0
C06198,646,22,5,2015.0
C06199,317,7,3,2024.0
C06200,796,24,1,2015.0
C06201,798,1,0,
C06202,770,20,1,2023.0
C06203,724,5,1,2022.0
C06204,777,20,0,
C06205,669,12,1,2024.0
C06206,659,14,1,2015.0
C06207,694,24,1,2016.0
C06208,759,23,0,
C06209,670,15,1,2018.0
C06210,694,14,1,2020.0
C06211,641,15,4,2023.0
C06212,784,18,1,2016.0
C06213,708,18,1,2019.0
C06214,790,23,0,
C06215,661,10,2,2019.0
C06216,707,5,0,
C06217,729,20,0,
C06218,746,2,1,2016.0
C06219,739,6,0,
C06220,662,2,2,2017.0
C06221,719,19,1,2024.0
C06222,755,3,0,
C06223,750,6,0,
C06224,714,18,1,2020.0
C06225,677,21,2,2023.0
C06226,653,16,1,2022.0
C06227,684,1,2,2020.0
C06228,743,16,0,
C06229,472,11,5,2015.0
C06230,765,6,1,2023.0
C06231,671,19,1,2016.0
C06232,478,20,3,2017.0
C06233,727,5,0,
C06234,660,22,2,2020.0
C06235,645,12,2,2023.0
C06236,786,15,0,
C06237,730,12,1,2024.0
C06238,379,6,4,2016.0
C06239,775,25,1,2023.0
C06240,627,11,5,2017.0
C06241,683,18,1,2024.0
C06242,692,17,2,2020.0
C06243,443,9,5,2023.0
C06244,754,4,1,2024.0
C06245,766,6,0,
C06246,664,3,2,2020.0
C06247,695,1,1,2023.0
C06248,381,24,4,2020.0
C06249,728,1,1,2017.0
C06250,658,13,1,2022.0
C06251,703,18,1,2017.0
C06252,553,9,5,2018.0
C06253,706,6,0,
C06254,799,15,1,2023.0
C06255,660,14,2,2019.0
C06256,785,23,1,2022.0
C06257,747,9,0,
C06258,706,23,1,2021.0
C06259,725,25,1,2024.0
C06260,758,11,0,
C06261,664,2,2,2019.0
C06262,781,10,0,
C06263,715,12,0,
C06264,797,5,1,2020.0
C06265,751,1,0,
C06266,706,12,1,2019.0
C06267,745,13,1,2020.0
C06268,791,19,0,
C06269,696,12,1,2019.0
C06270,772,18,0,
C06271,726,25,1,2017.0
C06272,732,25,1,2023.0
C06273,605,5,4,2016.0
C06274,457,1,4,2018.0
C06275,741,25,0,
C06276,798,7,0,
C06277,674,25,1,2023.0
C06278,695,20,1,2021.0
C06279,756,15,1,2019.0
C06280,685,15,2,2016.0
C06281,513,24,5,2019.0
C06282,683,24,2,2021.0
C06283,763,23,1,2017.0
C06284,665,14,1,2019.0
C06285,736,15,1,2019.0
C06286,332,3,3,2021.0
C06287,738,17,0,
C06288,707,3,0,
C06289,800,19,1,2019.0
C06290,599,1,4,2018.0
C06291,798,13,1,2020.0
C06292,670,16,2,2016.0
C06293,695,7,2,2018.0
C06294,763,8,0,
C06295,404,5,5,2024.0
C06296,750,2,0,
C06297,760,18,0,
C06298,778,12,0,
C06299,653,22,1,2016.0
C06300,368,2,2,2023.0
C06301,657,13,2,2017.0
C06302,755,7,0,
C06303,363,6,3,2020.0
C06304,769,12,0,
C06305,727,5,0,
C06306,545,19,4,2021.0
C06307,734,21,1,2019.0
C06308,653,23,1,2022.0
C06309,719,6,1,2019.0
C06310,530,23,5,2018.0
C06311,722,10,0,
C06312,300,21,4,2019.0
C06313,694,7,1,2019.0
C06314,793,3,1,2021.0
C06315,733,21,1,2019.0
C06316,792,8,1,2019.0
C06317,692,18,2,2024.0
C06318,746,17,0,
C06319,659,23,2,2016.0
C06320,549,7,5,2016.0
C06321,740,23,0,
C06322,691,21,2,2021.0
C06323,673,21,1,2015.0
C06324,654,15,1,2016.0
C06325,410,22,5,2015.0
C06326,619,17,4,2020.0
C06327,746,6,0,
C06328,718,1,1,2019.0
C06329,763,19,0,
C06330,652,7,1,2019.0
C06331,695,10,2,2021.0
C06332,671,21,1,2020.0
C06333,717,2,0,
C06334,665,2,2,2017.0
C06335,704,23,1,2020.0
C06336,762,10,0,
C06337,408,24,2,2022.0
C06338,756,17,1,2018.0
C06339,786,18,0,
C06340,788,21,0,
C06341,712,21,1,2024.0
C06342,662,25,1,2019.0
C06343,554,17,2,2022.0
C06344,706,24,1,2016.0
C06345,793,20,1,2016.0
C06346,736,7,0,
C06347,764,19,1,2017.0
C06348,757,3,1,2023.0
C06349,686,6,1,2022.0
C06350,712,6,1,2016.0
C06351,457,1,4,2018.0
C06352,743,5,1,2023.0
C06353,719,7,1,2020.0
C06354,704,20,0,
C06355,710,3,1,2017.0
C06356,402,1,5,2019.0
C06357,766,10,0,
C06358,530,25,3,2022.0
C06359,769,19,1,2022.0
C06360,706,8,0,
C06361,669,18,1,2018.0
C06362,377,9,5,2023.0
C06363,776,3,0,
C06364,678,17,2,2019.0
C06365,700,10,1,2018.0
C06366,654,7,2,2016.0
C06367,750,10,1,2020.0
C06368,744,3,1,2021.0
C06369,684,25,2,2022.0
C06370,654,20,1,2019.0
C06371,755,18,1,2024.0
C06372,626,22,2,2024.0
C06373,663,24,1,2024.0
C06374,686,4,2,2022.0
C06375,796,18,0,
C06376,738,24,0,
C06377,723,14,1,2023.0
C06378,744,19,0,
C06379,657,23,1,2022.0
C06380,771,14,1,2022.0
C06381,708,13,1,2023.0
C06382,723,3,1,2022.0
C06383,701,11,1,2024.0
C06384,600,23,3,2022.0
C06385,684,21,1,2017.0
C06386,710,20,0,
C06387,755,10,0,
C06388,685,20,2,2015.0
C06389,674,8,2,2020.0
C06390,700,25,0,
C06391,716,15,1,2019.0
C06392,783,9,1,2022.0
C06393,385,5,3,2021.0
C06394,684,5,2,2024.0
C06395,661,20,2,2017.0
C06396,667,20,1,2018.0
C06397,750,15,0,
C06398,704,20,1,2018.0
C06399,793,6,1,2020.0
C06400,677,22,1,2015.0
C06401,723,19,0,
C06402,767,4,0,
C06403,676,14,1,2024.0
C06404,760,25,1,2017.0
C06405,583,19,5,2021.0
C06406,659,1,1,2024.0
C06407,671,1,1,2023.0
C06408,378,19,2,2020.0
C06409,428,7,4,2022.0
C06410,800,20,0,
C06411,778,5,0,
C06412,762,24,0,
C06413,711,20,0,
C06414,689,5,1,2021.0
C06415,687,21,1,2016.0
C06416,653,19,2,2019.0
C06417,753,3,0,
C06418,790,19,1,2015.0
C06419,681,21,1,2021.0
C06420,773,1,1,2021.0
C06421,787,13,0,
C06422,700,17,1,2019.0
C06423,757,22,0,
C06424,784,14,1,2019.0
C06425,733,23,1,2015.0
C06426,770,10,0,
C06427,701,9,1,2022.0
C06428,756,8,0,
C06429,669,18,1,2022.0
C06430,734,6,0,
C06431,666,12,1,2019.0
C06432,768,15,0,
C06433,682,16,1,2020.0
C06434,704,15,0,
C06435,727,5,0,
C06436,780,3,1,2019.0
C06437,725,5,1,2017.0
C06438,748,10,0,
C06439,652,19,1,2023.0
C06440,709,12,1,2015.0
C06441,756,10,0,
C06442,723,4,0,
C06443,768,24,0,
C06444,725,11,1,2020.0
C06445,779,18,0,
C06446,797,24,1,2022.0
C06447,682,21,2,2018.0
C06448,725,25,0,
C06449,725,12,1,2017.0
C06450,792,10,0,
C06451,795,19,1,2017.0
C06452,792,3,0,
C06453,782,12,1,2015.0
C06454,770,23,1,2016.0
C06455,684,10,2,2024.0
C06456,704,13,0,
C06457,666,23,2,2015.0
C06458,676,22,2,2018.0
C06459,673,19,2,2021.0
C06460,630,23,4,2018.0
C06461,726,22,0,
C06462,715,4,0,
C06463,664,6,1,2022.0
C06464,785,1,0,
C06465,691,12,1,2021.0
C06466,736,15,1,2020.0
C06467,796,10,0,
C06468,782,3,1,2018.0
C06469,325,4,3,2019.0
C06470,445,24,4,2019.0
C06471,652,16,1,2018.0
C06472,731,8,1,2018.0
C06473,582,16,5,2021.0
C06474,742,5,0,
C06475,772,6,1,2024.0
C06476,751,14,1,2021.0
C06477,775,18,0,
C06478,725,5,0,
C06479,771,2,0,
C06480,680,1,1,2023.0
C06481,782,23,0,
C06482,674,18,2,2018.0
C06483,712,17,0,
C06484,358,20,5,2020.0
C06485,798,21,1,2016.0
C06486,782,24,1,2017.0
C06487,706,12,1,2023.0
C06488,790,8,0,
C06489,722,7,0,
C06490,697,21,1,2022.0
C06491,756,7,1,2024.0
C06492,695,10,2,2019.0
C06493,696,3,2,2020.0
C06494,698,1,1,2018.0
C06495,340,9,5,2019.0
C06496,663,16,2,2022.0
C06497,733,21,0,
C06498,667,8,2,2022.0
C06499,789,5,0,
C06500,673,1,1,2023.0
C06501,517,13,5,2020.0
C06502,698,22,2,2019.0
C06503,727,5,0,
C06504,697,17,1,2019.0
C06505,664,13,1,2019.0
C06506,652,20,2,2024.0
C06507,718,7,0,
C06508,733,3,0,
C06509,763,19,0,
C06510,771,2,1,2021.0
C06511,713,16,0,
C06512,725,1,1,2017.0
C06513,790,19,0,
C06514,661,16,2,2015.0
C06515,703,10,1,2021.0
C06516,541,22,4,2015.0
C06517,731,21,1,2020.0
C06518,754,16,0,
C06519,748,15,0,
C06520,659,5,2,2015.0
C06521,754,10,0,
C06522,553,5,2,2016.0
C06523,783,15,0,
C06524,684,16,1,2020.0
C06525,529,21,2,2020.0
C06526,756,25,1,2020.0
C06527,757,16,1,2020.0
C06528,696,22,1,2017.0
C06529,574,16,5,2019.0
C06530,770,3,0,
C06531,733,19,0,
C06532,704,6,0,
C06533,718,25,1,2016.0
C06534,752,24,0,
C06535,718,16,1,2021.0
C06536,786,14,0,
C06537,675,9,2,2017.0
C06538,719,18,1,2019.0
C06539,363,14,2,2023.0
C06540,327,22,2,2024.0
C06541,576,6,3,2019.0
C06542,781,18,0,
C06543,716,4,0,
C06544,781,15,0,
C06545,700,1,0,
C06546,526,5,4,2022.0
C06547,734,12,0,
C06548,674,19,1,2017.0
C06549,481,10,4,2019.0
C06550,675,22,2,2017.0
C06551,507,1,5,2016.0
C06552,706,7,1,2019.0
C06553,620,5,4,2020.0
C06554,664,8,2,2016.0
C06555,712,16,0,
C06556,682,23,2,2017.0
C06557,749,15,1,2022.0
C06558,736,11,0,
C06559,661,21,1,2023.0
C06560,746,12,0,
C06561,737,20,0,
C06562,788,23,1,2023.0
C06563,668,24,1,2016.0
C06564,553,22,2,2022.0
C06565,671,19,1,2016.0
C06566,306,5,3,2021.0
C06567,763,13,1,2020.0
C06568,312,3,5,2015.0
C06569,548,13,2,2017.0
C06570,792,4,1,2023.0
C06571,782,15,1,2023.0
C06572,790,22,0,
C06573,512,2,4,2015.0
C06574,688,6,2,2018.0
C06575,737,24,1,2020.0
C06576,773,14,1,2021.0
C06577,734,15,1,2016.0
C06578,693,24,1,2017.0
C06579,724,2,0,
C06580,309,1,4,2022.0
C06581,682,6,2,2017.0
C06582,766,19,1,2020.0
C06583,678,18,1,2022.0
C06584,679,18,2,2015.0
C06585,798,1,0,
C06586,711,1,1,2021.0
C06587,713,18,1,2019.0
C06588,361,12,3,2023.0
C06589,768,4,1,2020.0
C06590,694,2,2,2022.0
C06591,584,11,2,2017.0
C06592,738,5,1,2017.0
C06593,798,5,1,2019.0
C06594,700,18,0,
C06595,762,7,0,
C06596,720,17,1,2017.0
C06597,798,21,0,
C06598,728,4,1,2016.0
C06599,675,8,2,2020.0
C06600,760,6,1,2020.0
C06601,737,23,1,2018.0
C06602,681,13,2,2019.0
C06603,652,13,2,2015.0
C06604,705,7,0,
C06605,673,11,1,2023.0
C06606,448,4,5,2018.0
C06607,461,8,4,2017.0
C06608,738,4,1,2015.0
C06609,734,23,1,2015.0
C06610,759,9,0,
C06611,666,2,2,2015.0
C06612,323,10,4,2020.0
C06613,771,11,0,
C06614,673,24,2,2020.0
C06615,532,7,4,2017.0
C06616,683,1,2,2023.0
C06617,722,20,0,
C06618,798,15,1,2024.0
C06619,754,15,0,
C06620,651,5,1,2017.0
C06621,688,10,1,2017.0
C06622,789,22,0,
C06623,664,9,2,2018.0
C06624,735,6,0,
C06625,689,18,2,2019.0
C06626,738,20,1,2022.0
C06627,719,2,0,
C06628,787,7,0,
C06629,426,11,2,2016.0
C06630,693,25,1,2024.0
C06631,691,17,1,2021.0
C06632,660,18,2,2022.0
C06633,705,25,1,2024.0
C06634,737,10,0,
C06635,524,22,4,2016.0
C06636,761,3,0,
C06637,780,17,1,2015.0
C06638,718,24,1,2017.0
C06639,791,16,0,
C06640,789,6,0,
C06641,580,9,5,2017.0
C06642,652,11,1,2017.0
C06643,762,25,0,
C06644,711,17,1,2019.0
C06645,703,2,1,2018.0
C06646,776,5,1,2022.0
C06647,786,7,1,2024.0
C06648,724,8,0,
C06649,708,23,0,
C06650,791,13,1,2018.0
C06651,460,14,5,2016.0
C06652,683,19,2,2019.0
C06653,703,15,1,2015.0
C06654,700,21,0,
C06655,693,13,2,2023.0
C06656,734,17,1,2019.0
C06657,684,16,2,2021.0
C06658,571,18,2,2019.0
C06659,691,9,2,2017.0
C06660,478,13,2,2015.0
C06661,682,24,1,2017.0
C06662,787,22,0,
C06663,727,15,0,
C06664,688,2,2,2017.0
C06665,336,10,2,2019.0
C06666,678,3,1,2015.0
C06667,691,13,1,2018.0
C06668,701,17,1,2023.0
C06669,716,9,1,2017.0
C06670,703,10,1,2019.0
C06671,704,13,0,
C06672,724,1,0,
C06673,685,3,1,2021.0
C06674,670,12,1,2017.0
C06675,749,12,0,
C06676,686,19,1,2022.0
C06677,764,7,0,
C06678,739,24,0,
C06679,688,10,1,2021.0
C06680,729,2,0,
C06681,736,19,1,2016.0
C06682,720,7,1,2020.0
C06683,785,19,1,2019.0
C06684,688,19,2,2024.0
C06685,758,17,1,2019.0
C06686,383,12,2,2020.0
C06687,722,9,0,
C06688,763,15,1,2021.0
C06689,702,9,0,
C06690,741,13,0,
C06691,687,5,2,2024.0
C06692,784,12,1,2017.0
C06693,721,15,0,
C06694,785,25,1,2019.0
C06695,775,8,1,2022.0
C06696,763,14,1,2017.0
C06697,783,16,0,
C06698,596,20,5,2024.0
C06699,628,24,2,2018.0
C06700,734,8,0,
C06701,671,6,1,2015.0
C06702,693,18,1,2020.0
C06703,766,1,1,2022.0
C06704,694,20,2,2016.0
C06705,661,4,1,2017.0
C06706,732,21,1,2019.0
C06707,741,21,1,2016.0
C06708,380,2,5,2023.0
C06709,689,20,1,2024.0
C06710,661,10,2,2015.0
C06711,770,13,0,
C06712,766,24,1,2024.0
C06713,743,4,1,2017.0
C06714,792,10,1,2021.0
C06715,546,1,4,2016.0
C06716,766,24,0,
C06717,687,3,1,2021.0
C06718,773,25,1,2024.0
C06719,651,7,2,2022.0
C06720,657,13,2,2020.0
C06721,749,9,1,2021.0
C06722,682,3,2,2022.0
C06723,711,15,1,2020.0
C06724,673,11,2,2018.0
C06725,728,11,1,2022.0
C06726,792,4,0,
C06727,705,8,1,2016.0
C06728,723,4,1,2016.0
C06729,324,23,5,2023.0
C06730,713,21,1,2024.0
C06731,652,1,2,2021.0
C06732,790,1,0,
C06733,773,12,0,
C06734,696,12,2,2016.0
C06735,749,10,0,
C06736,680,2,2,2022.0
C06737,747,11,1,2024.0
C06738,749,3,0,
C06739,670,17,1,2022.0
C06740,752,20,1,2022.0
C06741,725,1,0,
C06742,309,16,3,2022.0
C06743,690,2,1,2021.0
C06744,743,7,1,2016.0
C06745,699,24,1,2024.0
C06746,542,12,2,2019.0
C06747,729,5,0,
C06748,775,9,0,
C06749,706,25,0,
C06750,653,24,1,2021.0
C06751,796,24,0,
C06752,401,1,3,2020.0
C06753,504,6,5,2018.0
C06754,692,23,1,2015.0
C06755,673,5,2,2015.0
C06756,743,19,1,2015.0
C06757,658,20,2,2021.0
C06758,800,20,1,2024.0
C06759,785,9,1,2021.0
C06760,788,20,1,2017.0
C06761,613,22,3,2020.0
C06762,800,23,1,2018.0
C06763,799,12,0,
C06764,546,15,2,2017.0
C06765,720,20,1,2015.0
C06766,796,9,1,2024.0
C06767,666,3,1,2018.0
C06768,745,7,1,2023.0
C06769,704,6,1,2018.0
C06770,588,19,5,2016.0
C06771,659,19,2,2023.0
C06772,694,23,1,2022.0
C06773,706,8,0,
C06774,708,5,1,2022.0
C06775,797,13,1,2021.0
C06776,772,24,1,2020.0
C06777,786,10,1,2019.0
C06778,701,1,0,
C06779,683,12,2,2023.0
C06780,656,22,2,2015.0
C06781,361,12,3,2016.0
C06782,685,25,1,2017.0
C06783,444,4,2,2022.0
C06784,686,12,2,2018.0
C06785,700,23,1,2022.0
C06786,726,17,0,
C06787,716,25,0,
C06788,656,16,2,2023.0
C06789,686,3,2,2016.0
C06790,703,15,0,
C06791,679,6,1,2022.0
C06792,788,18,0,
C06793,680,13,2,2018.0
C06794,548,10,2,2016.0
C06795,695,4,2,2020.0
C06796,655,6,1,2024.0
C06797,713,19,0,
C06798,709,20,1,2023.0
C06799,704,9,0,
C06800,736,20,1,2022.0
C06801,787,23,1,2021.0
C06802,697,24,2,2021.0
C06803,752,12,1,2017.0
C06804,716,2,0,
C06805,734,9,0,
C06806,780,9,1,2016.0
C06807,759,5,1,2019.0
C06808,653,13,2,2020.0
C06809,706,21,1,2023.0
C06810,635,9,4,2023.0
C06811,694,9,1,2020.0
C06812,788,6,0,
C06813,707,13,1,2020.0
C06814,725,7,0,
C06815,699,19,2,2022.0
C06816,741,1,0,
C06817,699,25,2,2021.0
C06818,302,23,4,2023.0
C06819,361,18,3,2018.0
C06820,761,24,0,
C06821,709,8,1,2021.0
C06822,758,10,0,
C06823,561,7,5,2017.0
C06824,459,9,3,2024.0
C06825,730,12,1,2017.0
C06826,634,3,2,2023.0
C06827,664,24,1,2017.0
C06828,724,22,0,
C06829,668,22,2,2018.0
C06830,771,23,0,
C06831,776,10,1,2022.0
C06832,571,3,2,2020.0
C06833,691,23,2,2020.0
C06834,661,7,2,2021.0
C06835,761,15,0,
C06836,749,16,1,2024.0
C06837,731,14,0,
C06838,673,10,1,2020.0
C06839,716,25,1,2019.0
C06840,685,15,2,2024.0
C06841,754,22,1,2015.0
C06842,787,8,0,
C06843,771,10,0,
C06844,754,1,0,
C06845,789,12,1,2020.0
C06846,630,25,2,2021.0
C06847,654,24,1,2022.0
C06848,561,2,4,2020.0
C06849,753,22,0,
C06850,656,5,2,2022.0
C06851,764,23,0,
C06852,732,19,0,
C06853,760,3,0,
C06854,651,17,1,2017.0
C06855,695,3,2,2020.0
C06856,702,15,0,
C06857,769,9,1,2021.0
C06858,628,24,4,2021.0
C06859,666,5,2,2024.0
C06860,710,23,1,2016.0
C06861,734,7,1,2023.0
C06862,788,7,1,2020.0
C06863,769,12,1,2024.0
C06864,778,12,1,2018.0
C06865,697,24,2,2022.0
C06866,686,5,1,2023.0
C06867,700,5,0,
C06868,787,17,0,
C06869,677,3,2,2018.0
C06870,731,9,1,2023.0
C06871,795,6,0,
C06872,774,25,1,2020.0
C06873,670,7,1,2022.0
C06874,736,3,1,2020.0
C06875,733,23,0,
C06876,673,16,1,2022.0
C06877,651,3,1,2024.0
C06878,703,20,0,
C06879,776,17,0,
C06880,651,15,1,2021.0
C06881,795,12,0,
C06882,727,7,1,2017.0
C06883,746,10,1,2020.0
C06884,789,14,1,2021.0
C06885,659,22,1,2016.0
C06886,326,9,2,2015.0
C06887,711,23,1,2016.0
C06888,662,22,2,2015.0
C06889,788,2,1,2017.0
C06890,590,9,2,2015.0
C06891,779,5,0,
C06892,736,22,0,
C06893,765,17,1,2019.0
C06894,654,18,2,2018.0
C06895,634,9,2,2017.0
C06896,448,16,4,2017.0
